user_id,we_id,first_name,last_name,email,phone,gender,birth_date,city,region,country,country_code,created_at,updated_at,first_seen,last_seen,opt_in_email,opt_in_sms,opt_in_push,opt_in_whatsapp,total_revenue,total_orders,avg_order_value,last_order_date,custom_attributes
we_cust5710360983,WE2243422544,Eve,Chen,user19@example.com,+15558343173,unknown,,Los Angeles,NSW,India,US,2022-06-19 03:38:49,2024-03-13 19:11:15,2022-06-13 17:25:43,2024-09-24 07:41:57,True,True,True,False,375.53,8,53.96,2024-06-02 17:27:46,{}
we_cust8934927891,WE7511442016,Carol,Smith,user20@example.com,+15553277769,male,,New York,NY,United States,US,2023-09-07 13:08:20,2024-10-11 17:20:57,2022-06-16 02:05:22,2024-07-07 15:07:53,True,False,True,False,279.93,4,91.42,2025-01-21 03:23:43,{}
we_cust7887950851,WE8146053353,Eve,Chen,user21@example.com,+15553669934,male,,London,ON,United States,GB,2023-03-22 06:22:14,2024-01-18 11:57:46,2022-11-08 17:46:13,2024-12-21 13:25:15,True,True,False,False,150.23,5,84.58,2024-12-21 23:59:24,{}
we_cust4466589567,WE7589695941,Alice,Jones,user22@example.com,+15555229964,male,,New York,NY,United Kingdom,AU,2022-12-10 14:28:25,2024-11-05 20:36:03,2022-03-03 05:55:50,2024-08-08 10:28:50,True,True,True,False,559.34,3,44.89,2024-07-31 08:33:57,{}
we_cust8429141456,WE7561515253,Bob,Kim,user23@example.com,+15553198576,female,,Los Angeles,NSW,Canada,US,2023-04-03 04:43:45,2025-01-31 00:51:26,2022-07-20 01:53:52,2025-02-02 05:46:15,False,False,False,True,184.52,10,107.27,2024-10-10 22:11:28,{}
we_cust3303082117,WE3978637509,David,Chen,user24@example.com,+15559043664,unknown,,Sydney,NY,United States,US,2022-06-22 14:24:17,2024-08-05 16:59:50,2022-11-24 22:26:01,2024-11-10 19:26:36,True,False,True,False,105.53,3,117.84,2024-04-07 14:17:26,{}
we_cust2625792787,WE3146479129,Alice,Chen,user25@example.com,+15558521595,female,,Sydney,NY,United Kingdom,GB,2023-08-04 14:27:02,2025-01-06 10:48:58,2022-05-16 18:48:47,2024-06-18 19:35:34,True,True,False,True,314.61,10,117.8,2024-05-13 16:54:44,{}
we_cust7665963761,WE3978427233,David,Smith,user26@example.com,+15559659571,female,,Sydney,NSW,United Kingdom,US,2023-04-29 00:08:08,2024-11-26 23:04:40,2022-05-14 11:25:17,2024-08-01 05:44:41,False,True,True,True,438.8,3,50.87,2024-11-16 21:39:53,{}
we_cust8995970241,WE3519706173,Bob,Chen,user27@example.com,+15551928192,unknown,,Toronto,Greater London,United States,US,2023-10-28 10:40:09,2024-01-20 15:10:41,2022-06-24 03:04:38,2025-01-23 11:15:35,True,False,True,False,582.57,2,50.76,2024-09-29 03:15:05,{}
we_cust3479708607,WE8146786614,Eve,Kim,user28@example.com,+15553179314,unknown,,London,CA,United States,US,2022-05-17 04:46:31,2024-08-30 16:02:31,2022-05-30 19:48:37,2024-10-27 03:15:48,True,True,False,False,142.89,7,54.47,2025-01-26 00:26:04,{}
we_cust4026113008,WE6372875983,Bob,Patel,user29@example.com,+15555211198,unknown,,Sydney,NY,United States,GB,2022-10-08 14:11:17,2025-02-06 07:14:44,2022-11-25 08:18:07,2024-06-24 22:42:37,True,False,True,False,58.22,3,106.41,2024-10-23 20:42:09,{}
we_cust9786748825,WE4430861136,Alice,Chen,user30@example.com,+15555027871,male,,Toronto,NY,United States,AU,2023-02-09 12:29:35,2024-07-13 14:50:27,2022-06-04 11:17:33,2025-01-01 07:50:42,True,False,False,True,590.2,2,73.02,2024-12-15 23:41:59,{}
we_cust5728765136,WE4638542993,Bob,Chen,user31@example.com,+15558180360,male,,New York,ON,United States,US,2022-10-04 11:30:53,2024-04-17 08:31:24,2022-11-17 09:41:16,2024-06-10 15:50:00,True,False,True,False,534.14,9,97.7,2024-10-01 02:24:32,{}
we_cust6488854841,WE5462783704,David,Patel,user32@example.com,+15558917371,unknown,,Sydney,ON,United States,US,2023-06-12 20:50:51,2024-08-02 23:06:21,2022-12-27 00:26:07,2024-10-31 21:53:35,True,True,True,True,347.24,4,88.19,2024-12-30 08:09:54,{}
we_cust2566942273,WE3266959712,David,Chen,user33@example.com,+15556801210,unknown,,New York,NY,United States,US,2022-12-29 16:49:47,2025-01-17 17:10:45,2022-11-27 23:27:19,2024-12-21 08:10:26,True,False,True,True,318.01,6,91.7,2024-07-29 10:04:20,{}
we_cust6884882440,WE7495483540,Bob,Patel,user34@example.com,+15554344393,unknown,,London,CA,United States,GB,2022-07-30 20:54:05,2024-12-26 09:36:11,2022-07-09 06:12:17,2024-06-10 10:21:06,True,False,True,False,255.11,5,72.43,2024-08-11 17:09:15,{}
we_cust3783290795,WE5779595144,David,Chen,user35@example.com,+15556308972,female,,Los Angeles,Greater London,United Kingdom,US,2023-10-13 20:18:23,2024-04-18 03:45:00,2022-12-29 00:31:30,2024-08-02 10:08:16,True,True,True,False,112.02,9,110.85,2024-09-19 22:28:23,{}
we_cust4131575764,WE9333337339,David,Jones,user36@example.com,+15551306241,unknown,,New York,ON,United States,AU,2022-09-28 19:24:19,2024-09-15 05:57:34,2022-04-16 20:17:02,2024-11-14 15:07:37,True,False,False,False,373.53,4,60.42,2025-02-26 04:39:54,{}
we_cust5996775663,WE1556622346,Alice,Patel,user37@example.com,+15552851031,male,,New York,NY,Australia,IN,2022-03-22 14:57:19,2024-10-20 05:12:00,2022-07-07 11:58:15,2024-12-24 01:30:08,True,False,False,False,669.77,6,52.46,2024-09-25 11:02:12,{}
we_cust6924716023,WE6731111505,Alice,Smith,user38@example.com,+15555738731,male,,London,NY,Canada,US,2022-07-27 04:17:31,2024-08-08 21:17:19,2022-01-18 14:14:50,2024-10-18 14:29:33,False,True,False,False,603.5,3,53.19,2024-05-30 20:42:04,{}
we_cust3392080953,WE2577246880,Alice,Jones,user39@example.com,+15556411962,unknown,,London,NSW,United States,CA,2022-09-05 12:54:50,2025-01-03 02:05:53,2022-03-24 21:12:53,2024-08-18 10:23:46,True,True,True,True,550.0,6,59.24,2025-01-06 21:45:46,{}
we_cust8235363119,WE9137343180,David,Jones,user40@example.com,+15554984291,unknown,,Los Angeles,CA,United States,US,2023-12-02 17:59:41,2024-06-30 03:05:20,2022-05-22 01:02:59,2024-10-05 05:52:14,True,True,True,False,383.83,9,112.6,2024-04-18 19:46:46,{}
we_cust4332894265,WE1716314905,Alice,Smith,user41@example.com,+15555749914,male,,New York,Greater London,United Kingdom,AU,2022-04-10 08:15:35,2025-02-10 21:20:29,2022-05-14 12:55:14,2024-06-24 09:42:17,False,True,True,True,440.81,9,65.56,2024-08-07 20:47:50,{}
we_cust6649827836,WE7161039820,David,Jones,user42@example.com,+15559897394,male,,New York,ON,United Kingdom,US,2023-04-11 08:04:10,2024-01-28 08:15:07,2022-08-31 17:00:58,2024-11-08 10:23:01,True,True,True,True,148.67,4,101.33,2024-12-01 10:56:24,{}
we_cust2149938334,WE2692513630,Carol,Smith,user43@example.com,+15559098501,unknown,,London,Greater London,United Kingdom,AU,2022-05-26 17:23:02,2025-02-22 08:46:21,2022-12-06 11:24:40,2024-06-24 19:17:56,True,False,True,True,322.98,9,58.62,2024-05-05 12:17:41,{}
we_cust2351531223,WE6915292732,Bob,Kim,user44@example.com,+15551642823,unknown,,Los Angeles,Greater London,United States,GB,2023-03-29 16:06:38,2024-01-10 18:45:49,2022-12-17 18:51:59,2025-01-19 23:16:55,True,True,False,False,307.95,7,94.74,2024-06-13 00:39:17,{}
we_cust8110054933,WE2103435008,Bob,Jones,user45@example.com,+15551260766,unknown,,Sydney,NY,India,US,2022-07-07 13:59:32,2024-08-09 08:42:34,2022-05-12 07:22:34,2024-09-26 16:28:20,True,True,False,False,173.1,7,43.14,2024-02-17 07:16:18,{}
we_cust2970753705,WE9577345481,Eve,Kim,user46@example.com,+15558963466,unknown,,Sydney,CA,United Kingdom,GB,2022-07-18 21:07:51,2024-02-22 23:50:32,2022-09-09 10:26:00,2025-02-15 19:30:37,False,True,False,True,45.25,4,101.84,2024-10-15 11:23:54,{}
we_cust2137651678,WE3093724322,Eve,Kim,user47@example.com,+15558137739,unknown,,Los Angeles,Greater London,United States,US,2023-04-03 23:12:00,2024-10-06 11:58:45,2022-06-21 12:18:05,2024-10-25 17:05:38,True,False,False,False,227.72,9,109.05,2024-08-04 10:07:03,{}
we_cust7805745017,WE3310921930,David,Kim,user48@example.com,+15557913086,female,,London,ON,United States,GB,2023-08-12 00:53:21,2024-01-01 11:29:59,2022-09-24 04:38:36,2025-02-14 22:41:32,True,False,True,False,543.35,2,53.19,2025-02-10 15:17:37,{}
we_cust7010379415,WE5120093782,Eve,Smith,user49@example.com,+15555347667,female,,Sydney,NY,United Kingdom,GB,2023-01-03 12:55:52,2024-05-18 10:03:47,2022-04-19 22:55:39,2024-08-17 16:22:52,True,False,False,False,236.74,8,51.82,2024-07-18 07:05:51,{}
we_cust5284391408,WE7062612891,Bob,Jones,user50@example.com,+15551252882,unknown,,New York,NSW,Australia,US,2023-02-22 09:12:27,2025-01-16 02:40:48,2022-12-21 13:20:11,2024-08-22 02:34:00,True,True,True,False,449.86,9,78.16,2024-10-25 08:54:31,{}
we_cust7483366056,WE6491657609,Eve,Smith,user51@example.com,+15559908161,male,,Toronto,CA,United States,GB,2023-10-09 20:43:14,2024-03-21 01:56:56,2022-04-29 00:47:27,2024-11-23 13:15:08,True,True,True,False,645.8,6,53.69,2024-04-15 22:31:00,{}
we_cust1470939445,WE8080445747,Bob,Smith,user52@example.com,+15559464564,unknown,,New York,NY,United Kingdom,CA,2023-04-24 01:04:44,2024-09-22 23:00:10,2022-09-29 16:33:01,2024-06-06 16:47:03,True,True,True,True,499.51,1,79.1,2025-02-21 00:18:32,{}
we_cust3694860228,WE5661133442,Eve,Jones,user53@example.com,+15559578252,male,,London,Greater London,United States,IN,2022-03-20 13:42:41,2024-02-03 13:37:47,2022-09-01 23:38:39,2025-01-13 12:24:49,True,False,False,False,499.54,4,57.95,2024-03-03 09:46:01,{}
we_cust5567816720,WE1954359712,Bob,Jones,user54@example.com,+15558922049,female,,Sydney,NSW,United States,US,2023-01-16 13:35:02,2024-10-28 06:04:10,2022-09-21 19:39:17,2024-12-19 00:49:16,True,False,True,True,470.56,10,67.2,2024-09-17 12:42:02,{}
we_cust9573276057,WE3178088301,Carol,Smith,user55@example.com,+15551012047,female,,Sydney,Greater London,Australia,GB,2023-10-14 10:49:06,2024-10-17 11:41:19,2022-04-11 16:12:57,2024-08-20 11:53:25,True,False,True,False,339.23,4,116.56,2024-09-01 16:32:33,{}
we_cust7567496105,WE6745753810,Bob,Chen,user56@example.com,+15555234191,female,,Toronto,NY,United Kingdom,CA,2022-03-03 08:52:14,2024-09-26 04:34:14,2022-08-17 16:38:12,2025-01-25 23:09:21,True,True,True,False,260.92,1,63.55,2024-10-14 13:51:20,{}
we_cust9639245200,WE1579163204,Carol,Smith,user57@example.com,+15559838007,male,,New York,NSW,United Kingdom,CA,2023-04-20 04:35:16,2024-11-15 21:53:45,2022-03-29 18:53:26,2025-01-04 11:06:40,True,True,True,True,511.51,4,95.86,2024-02-05 03:40:30,{}
we_cust4095476665,WE9205252923,Carol,Smith,user58@example.com,+15559608495,male,,Toronto,NY,United Kingdom,US,2022-08-17 09:39:33,2024-06-14 00:29:32,2022-06-04 08:59:09,2024-08-14 20:21:22,True,False,True,False,341.39,10,76.11,2024-12-12 05:20:39,{}
we_cust8047877267,WE8196629190,Carol,Chen,user59@example.com,+15557963864,female,,New York,Greater London,United Kingdom,GB,2022-03-17 18:41:10,2024-06-24 21:40:45,2022-11-30 13:26:03,2025-01-16 01:00:00,True,True,True,True,352.59,7,99.98,2024-07-27 11:26:52,{}
we_cust5774080233,WE9425539816,Eve,Patel,user60@example.com,+15555823479,male,,New York,ON,United Kingdom,US,2022-02-02 04:08:54,2024-02-13 21:11:15,2022-05-12 20:08:08,2024-10-21 11:23:17,True,False,True,False,152.05,9,87.69,2024-02-11 10:50:24,{}
we_cust2867302554,WE4107935692,Bob,Kim,user61@example.com,+15553692478,male,,Toronto,NSW,Australia,US,2022-04-14 09:40:35,2024-12-11 09:12:04,2022-02-11 20:45:27,2024-08-29 23:54:42,True,True,True,True,175.87,5,84.64,2024-09-24 20:18:41,{}
we_cust2948728483,WE8096009499,Eve,Smith,user62@example.com,+15557187011,unknown,,Toronto,NY,United Kingdom,CA,2023-11-10 06:13:22,2024-09-05 11:22:21,2022-12-01 13:44:39,2024-08-23 13:42:34,True,False,True,False,133.45,1,43.61,2024-08-04 03:18:17,{}
we_cust4919706735,WE9062493117,Bob,Kim,user63@example.com,+15554242327,female,,Los Angeles,NSW,United Kingdom,IN,2023-04-24 06:17:19,2024-07-07 16:10:53,2022-07-17 13:07:18,2024-12-12 02:49:37,True,True,False,False,183.03,1,90.62,2024-04-17 23:16:08,{}
we_cust3615507143,WE7518208736,David,Kim,user64@example.com,+15556258755,female,,Toronto,Greater London,United States,US,2022-11-09 12:50:19,2025-02-11 04:03:30,2022-08-20 22:35:53,2024-09-05 20:40:00,True,True,False,False,490.01,6,112.12,2024-02-25 06:39:35,{}
we_cust5951406973,WE7629768526,Eve,Kim,user65@example.com,+15553365558,female,,New York,ON,United Kingdom,GB,2023-07-12 01:08:09,2024-05-16 18:52:00,2022-11-11 11:33:56,2024-12-21 18:45:27,True,True,True,False,633.35,3,90.81,2025-02-24 11:18:03,{}
we_cust4274958945,WE9520659085,Alice,Kim,user66@example.com,+15551634883,unknown,,New York,NSW,United States,US,2023-07-14 01:26:20,2024-09-25 18:46:21,2022-01-08 05:42:12,2024-12-12 06:00:58,True,False,True,False,117.95,1,72.59,2024-12-18 15:33:13,{}
we_cust9592390865,WE3349649533,David,Patel,user67@example.com,+15558781408,female,,Los Angeles,ON,United States,US,2022-10-29 09:19:33,2024-09-22 11:34:51,2022-12-25 03:14:28,2024-07-11 07:59:07,True,True,False,False,685.25,2,53.42,2024-11-10 00:18:52,{}
we_cust6687206971,WE2366217101,Carol,Jones,user68@example.com,+15556584911,female,,Toronto,CA,United States,US,2022-01-30 13:27:54,2024-07-31 23:18:39,2022-04-03 02:53:26,2025-01-17 19:33:32,True,False,True,True,479.52,3,79.22,2025-02-02 21:02:01,{}
we_cust1083651970,WE9305392327,Bob,Smith,user69@example.com,+15553338933,unknown,,London,NY,Canada,US,2023-08-01 00:39:06,2024-08-11 12:36:36,2022-02-14 12:37:44,2024-09-23 14:30:53,True,True,True,False,102.28,2,76.85,2024-08-01 16:42:07,{}
we_cust9285415473,WE2330469085,Carol,Smith,user70@example.com,+15554431232,male,,Sydney,ON,United States,GB,2023-05-01 17:19:32,2024-07-31 16:28:00,2022-10-21 15:16:03,2024-10-25 03:02:24,True,True,True,False,297.73,8,76.01,2024-07-08 00:11:15,{}
we_cust2320763135,WE9848400786,Carol,Patel,user71@example.com,+15552141561,unknown,,Toronto,ON,Canada,GB,2023-11-09 02:21:55,2024-02-10 10:16:08,2022-06-29 18:19:50,2025-02-05 16:46:25,True,True,False,False,482.3,8,75.66,2024-03-06 02:50:00,{}
we_cust1248786714,WE7413226416,Bob,Kim,user72@example.com,+15559142673,unknown,,New York,Greater London,United States,US,2022-07-22 04:33:32,2024-03-12 05:22:19,2022-05-14 04:08:34,2024-06-12 19:52:36,True,True,False,True,540.57,2,99.18,2024-05-22 12:09:31,{}
we_cust5067116918,WE6767673889,Eve,Smith,user73@example.com,+15553082854,male,,London,NY,United Kingdom,US,2022-03-30 10:50:54,2024-07-03 00:21:33,2022-08-02 06:13:12,2025-01-29 12:11:00,True,True,False,True,548.17,9,89.92,2024-07-06 21:19:34,{}
we_cust9957813353,WE2997340957,David,Jones,user74@example.com,+15556081459,female,,Los Angeles,NSW,Australia,IN,2023-05-28 16:20:00,2024-06-22 02:26:59,2022-12-07 15:52:28,2024-07-17 15:58:36,True,False,False,False,513.05,2,56.17,2024-03-10 08:44:01,{}
we_cust4289233844,WE2794609012,David,Jones,user75@example.com,+15553549908,female,,Sydney,NY,United States,US,2023-05-25 10:18:17,2024-08-25 01:56:22,2022-02-10 05:49:25,2024-06-20 14:43:30,True,False,True,True,405.11,2,90.32,2024-08-01 15:39:40,{}
we_cust3361388464,WE6116346722,Eve,Chen,user76@example.com,+15557576324,unknown,,Toronto,NY,United Kingdom,US,2023-07-23 12:22:15,2024-10-20 20:31:32,2022-05-26 17:43:30,2024-09-04 02:59:06,True,True,True,False,336.96,10,71.3,2024-02-18 12:14:47,{}
we_cust6633778586,WE2131294010,Alice,Smith,user77@example.com,+15558746859,male,,Toronto,ON,United States,GB,2022-11-12 03:21:14,2024-02-14 03:51:45,2022-05-10 14:09:43,2024-09-28 21:07:52,True,True,True,True,349.87,4,108.93,2024-08-24 15:56:18,{}
we_cust8086172302,WE7031309367,Alice,Jones,user78@example.com,+15555481770,female,,Sydney,CA,United Kingdom,AU,2022-01-05 23:40:49,2024-07-29 18:39:41,2022-03-13 10:33:35,2024-07-24 10:05:58,True,True,False,False,468.3,6,105.91,2025-02-24 11:51:30,{}
we_cust7517938612,WE1964653677,Bob,Smith,user79@example.com,+15558839738,male,,Sydney,CA,United States,AU,2022-12-17 20:29:52,2024-02-04 06:43:20,2022-11-07 23:23:30,2024-09-06 23:30:14,False,False,True,False,375.14,1,102.96,2024-09-17 10:06:08,{}
we_cust1519709079,WE8663783386,Eve,Patel,user80@example.com,+15555782770,male,,Sydney,NY,United States,CA,2022-12-25 04:20:54,2024-06-06 01:49:00,2022-05-18 16:09:49,2025-01-16 19:02:44,True,True,True,True,434.51,2,47.25,2024-07-16 00:18:13,{}
we_cust1965067727,WE6282642956,Alice,Smith,user81@example.com,+15556935853,unknown,,Toronto,NSW,United States,CA,2022-09-01 23:07:40,2024-10-21 01:13:22,2022-02-01 13:41:02,2024-09-10 17:19:59,True,True,True,True,202.35,7,112.45,2024-02-10 14:54:09,{}
we_cust2452066459,WE2583820117,Alice,Jones,user82@example.com,+15554225615,unknown,,New York,NSW,India,US,2022-08-05 00:18:34,2024-02-16 05:20:16,2022-09-01 16:22:31,2024-11-05 01:07:33,True,False,True,True,437.3,5,78.17,2024-06-23 14:51:33,{}
we_cust1945826486,WE4622817020,Bob,Jones,user83@example.com,+15559868997,male,,London,Greater London,United States,US,2022-03-17 23:18:15,2024-01-01 22:29:01,2022-01-04 00:54:14,2024-09-25 12:41:29,True,True,False,False,159.08,9,92.97,2024-10-10 01:02:26,{}
we_cust9894847574,WE3279381247,Alice,Smith,user84@example.com,+15556487039,male,,New York,NSW,United States,GB,2022-01-30 18:33:19,2025-01-14 07:17:51,2022-08-10 13:41:34,2024-06-10 18:08:37,True,True,False,False,241.87,5,75.97,2024-07-19 23:33:23,{}
we_cust3710566582,WE8313045428,Eve,Kim,user85@example.com,+15554283668,female,,London,NSW,United States,US,2022-02-20 14:45:41,2024-11-19 09:38:36,2022-12-19 15:00:34,2024-12-19 10:04:44,True,True,True,True,297.06,7,48.76,2024-11-22 07:55:37,{}
we_cust1983297492,WE3790910095,David,Chen,user86@example.com,+15557656205,male,,Sydney,ON,United Kingdom,US,2022-08-21 08:25:32,2025-01-16 08:01:49,2022-02-15 01:48:12,2025-01-25 19:40:24,True,True,False,False,340.54,3,65.18,2024-08-30 16:14:18,{}
we_cust4888749350,WE1611135927,David,Jones,user87@example.com,+15551597111,male,,New York,ON,United States,GB,2023-05-13 22:44:12,2024-06-08 05:12:57,2022-02-21 18:46:09,2025-01-18 11:53:52,True,True,False,False,112.22,2,71.7,2024-10-03 12:38:27,{}
we_cust8987073217,WE6453904110,Eve,Smith,user88@example.com,+15555206791,female,,Toronto,CA,United States,US,2023-12-18 09:06:46,2024-10-23 20:14:03,2022-09-22 14:03:15,2024-06-20 07:38:37,True,True,True,False,642.96,8,58.36,2024-10-03 01:06:23,{}
we_cust9894264595,WE3449028910,Eve,Patel,user89@example.com,+15556867543,female,,Sydney,Greater London,United States,CA,2022-04-26 05:05:02,2024-06-09 07:22:41,2022-06-05 03:27:48,2024-11-04 17:05:34,True,False,False,True,661.71,8,86.94,2024-03-10 20:21:30,{}
we_cust6317189421,WE3741014204,David,Smith,user90@example.com,+15555629537,unknown,,London,Greater London,United Kingdom,GB,2022-04-08 16:13:54,2024-03-16 05:25:14,2022-08-26 19:23:26,2024-07-14 21:50:42,True,False,True,False,563.07,2,54.62,2024-07-25 13:12:43,{}
we_cust8168204967,WE7770803587,Carol,Chen,user91@example.com,+15551800530,unknown,,Los Angeles,ON,United States,GB,2022-04-20 06:50:55,2024-07-25 08:47:30,2022-09-22 07:18:56,2024-11-17 19:13:12,True,True,True,False,128.49,6,97.02,2024-10-18 06:04:50,{}
we_cust3030106617,WE2646557654,David,Smith,user92@example.com,+15552048566,female,,London,NSW,United Kingdom,US,2023-10-08 07:02:39,2024-11-19 13:45:04,2022-03-17 01:04:02,2024-09-03 07:01:48,True,False,True,False,323.4,3,109.27,2024-12-26 22:11:45,{}
we_cust8664882079,WE5298256697,Bob,Kim,user93@example.com,+15559800059,unknown,,Los Angeles,Greater London,United States,US,2022-03-04 08:38:29,2024-10-04 09:45:27,2022-05-21 16:45:56,2024-08-12 22:01:06,True,True,False,False,388.38,6,44.98,2024-10-12 05:57:57,{}
we_cust8763140509,WE5618499735,Carol,Chen,user94@example.com,+15551902943,female,,Toronto,NY,United States,GB,2022-04-20 01:33:41,2025-02-08 12:29:31,2022-12-17 20:55:34,2024-07-02 01:23:15,True,False,True,False,484.35,4,86.83,2024-10-19 18:19:26,{}
we_cust1817804383,WE8403651447,Eve,Smith,user95@example.com,+15559304698,male,,London,CA,United Kingdom,GB,2023-06-10 06:58:22,2025-02-22 02:39:22,2022-10-22 23:49:51,2024-06-19 04:42:13,True,False,True,True,618.72,9,113.15,2025-01-16 18:00:51,{}
we_cust7146318035,WE7192138721,David,Kim,user96@example.com,+15555341969,male,,New York,NSW,United States,AU,2023-03-30 15:34:20,2024-11-22 10:09:50,2022-04-19 01:06:48,2025-01-15 01:45:34,True,True,True,False,287.68,1,55.2,2024-11-09 10:20:45,{}
