id,email,first_name,last_name,phone,verified_email,tax_exempt,tags,currency,accepts_marketing,accepts_marketing_updated_at,marketing_opt_in_level,state,note,addresses,default_address,orders_count,total_spent,last_order_id,last_order_name,created_at,updated_at
cust7805745017,user48@example.com,Frank,Smith,+15552569831,True,False,,USD,True,2023-04-23 12:08:35,single_opt_in,enabled,,[],{},0,0.0,,,2023-04-23 12:08:35,2023-04-23 12:08:35
cust7010379415,user49@example.com,Frank,Lee,+15551383201,True,False,,USD,True,2023-05-31 08:46:19,single_opt_in,enabled,,[],{},0,0.0,,,2023-05-31 08:46:19,2023-05-31 08:46:19
cust5284391408,user50@example.com,Jake,Brown,+15553503418,True,False,,USD,True,2024-01-14 22:59:55,single_opt_in,enabled,,[],{},0,0.0,,,2024-01-14 22:59:55,2024-01-14 22:59:55
cust7483366056,user51@example.com,Grace,Lee,+15553809849,True,False,,USD,False,2022-08-29 00:40:27,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-29 00:40:27,2022-08-29 00:40:27
cust1470939445,user52@example.com,Jake,Jones,+15556842624,True,False,,USD,True,2023-01-14 17:51:11,single_opt_in,enabled,,[],{},0,0.0,,,2023-01-14 17:51:11,2023-01-14 17:51:11
cust3694860228,user53@example.com,Alice,Wilson,+15551403155,True,False,,USD,True,2022-03-28 19:11:23,single_opt_in,enabled,,[],{},0,0.0,,,2022-03-28 19:11:23,2022-03-28 19:11:23
cust5567816720,user54@example.com,Frank,Taylor,+15552551474,True,False,,USD,False,2024-04-24 08:08:03,single_opt_in,enabled,,[],{},0,0.0,,,2024-04-24 08:08:03,2024-04-24 08:08:03
cust9573276057,user55@example.com,Bob,Smith,+15556079984,True,False,,USD,False,2024-12-11 01:09:57,single_opt_in,enabled,,[],{},0,0.0,,,2024-12-11 01:09:57,2024-12-11 01:09:57
cust7567496105,user56@example.com,Frank,Chen,+15554335973,True,False,,USD,True,2023-02-20 11:30:22,single_opt_in,enabled,,[],{},0,0.0,,,2023-02-20 11:30:22,2023-02-20 11:30:22
cust9639245200,user57@example.com,Alice,Wilson,+15559018984,True,False,,USD,True,2024-09-01 18:22:05,single_opt_in,enabled,,[],{},0,0.0,,,2024-09-01 18:22:05,2024-09-01 18:22:05
cust4095476665,user58@example.com,Carol,Lee,+15555650378,True,False,,USD,True,2024-04-24 11:21:29,single_opt_in,enabled,,[],{},0,0.0,,,2024-04-24 11:21:29,2024-04-24 11:21:29
cust8047877267,user59@example.com,Grace,Wilson,+15559579549,True,False,,USD,False,2022-07-11 04:35:16,single_opt_in,enabled,,[],{},0,0.0,,,2022-07-11 04:35:16,2022-07-11 04:35:16
cust5774080233,user60@example.com,Hank,Jones,+15554235507,True,False,,USD,False,2022-02-02 22:41:16,single_opt_in,enabled,,[],{},0,0.0,,,2022-02-02 22:41:16,2022-02-02 22:41:16
cust2867302554,user61@example.com,Frank,Jones,+15551951077,True,False,,USD,True,2022-03-11 04:02:38,single_opt_in,enabled,,[],{},0,0.0,,,2022-03-11 04:02:38,2022-03-11 04:02:38
cust2948728483,user62@example.com,Frank,Jones,+15554293914,True,False,,USD,True,2022-06-09 17:13:57,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-09 17:13:57,2022-06-09 17:13:57
cust4919706735,user63@example.com,Bob,Chen,+15551082417,True,False,,USD,True,2024-04-26 01:43:45,single_opt_in,enabled,,[],{},0,0.0,,,2024-04-26 01:43:45,2024-04-26 01:43:45
cust3615507143,user64@example.com,Carol,Brown,+15557972349,True,False,,USD,True,2023-04-06 23:12:46,single_opt_in,enabled,,[],{},0,0.0,,,2023-04-06 23:12:46,2023-04-06 23:12:46
cust5951406973,user65@example.com,Frank,Taylor,+15558886912,True,False,,USD,True,2022-06-09 07:56:27,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-09 07:56:27,2022-06-09 07:56:27
cust4274958945,user66@example.com,Eve,Wilson,+15552386600,True,False,,USD,True,2024-03-05 15:41:00,single_opt_in,enabled,,[],{},0,0.0,,,2024-03-05 15:41:00,2024-03-05 15:41:00
cust9592390865,user67@example.com,Carol,Lee,+15554530213,True,False,,USD,True,2023-10-08 02:56:05,single_opt_in,enabled,,[],{},0,0.0,,,2023-10-08 02:56:05,2023-10-08 02:56:05
cust6687206971,user68@example.com,Hank,Kim,+15559386347,True,False,,USD,True,2022-08-09 07:59:35,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-09 07:59:35,2022-08-09 07:59:35
cust1083651970,user69@example.com,Iris,Patel,+15552559093,True,False,,USD,False,2022-01-02 21:07:39,single_opt_in,enabled,,[],{},0,0.0,,,2022-01-02 21:07:39,2022-01-02 21:07:39
cust9285415473,user70@example.com,Carol,Jones,+15552932234,True,False,,USD,True,2022-12-15 10:59:07,single_opt_in,enabled,,[],{},0,0.0,,,2022-12-15 10:59:07,2022-12-15 10:59:07
cust2320763135,user71@example.com,Alice,Smith,+15553435784,True,False,,USD,True,2022-02-07 06:49:02,single_opt_in,enabled,,[],{},0,0.0,,,2022-02-07 06:49:02,2022-02-07 06:49:02
cust1248786714,user72@example.com,Hank,Patel,+15557674303,True,False,,USD,False,2022-12-19 03:03:42,single_opt_in,enabled,,[],{},0,0.0,,,2022-12-19 03:03:42,2022-12-19 03:03:42
cust5067116918,user73@example.com,Jake,Jones,+15551812293,True,False,,USD,True,2023-10-26 12:45:47,single_opt_in,enabled,,[],{},0,0.0,,,2023-10-26 12:45:47,2023-10-26 12:45:47
cust9957813353,user74@example.com,Hank,White,+15553532214,True,False,,USD,True,2023-08-22 16:07:18,single_opt_in,enabled,,[],{},0,0.0,,,2023-08-22 16:07:18,2023-08-22 16:07:18
cust4289233844,user75@example.com,Jake,Patel,+15553546569,True,False,,USD,False,2022-08-17 22:35:40,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-17 22:35:40,2022-08-17 22:35:40
cust3361388464,user76@example.com,Jake,Kim,+15552938768,True,False,,USD,True,2023-07-03 20:20:53,single_opt_in,enabled,,[],{},0,0.0,,,2023-07-03 20:20:53,2023-07-03 20:20:53
cust6633778586,user77@example.com,Grace,Taylor,+15554477004,True,False,,USD,True,2024-10-15 01:45:47,single_opt_in,enabled,,[],{},0,0.0,,,2024-10-15 01:45:47,2024-10-15 01:45:47
cust8086172302,user78@example.com,Grace,Lee,+15553640810,True,False,,USD,True,2023-03-22 14:24:06,single_opt_in,enabled,,[],{},0,0.0,,,2023-03-22 14:24:06,2023-03-22 14:24:06
cust7517938612,user79@example.com,Hank,Brown,+15552981040,True,False,,USD,True,2022-12-17 21:34:49,single_opt_in,enabled,,[],{},0,0.0,,,2022-12-17 21:34:49,2022-12-17 21:34:49
cust1519709079,user80@example.com,David,Lee,+15558723303,True,False,,USD,True,2024-11-29 04:55:58,single_opt_in,enabled,,[],{},0,0.0,,,2024-11-29 04:55:58,2024-11-29 04:55:58
cust1965067727,user81@example.com,Eve,Chen,+15557880529,True,False,,USD,True,2023-08-21 16:17:19,single_opt_in,enabled,,[],{},0,0.0,,,2023-08-21 16:17:19,2023-08-21 16:17:19
cust2452066459,user82@example.com,Frank,Taylor,+15558827457,True,False,,USD,True,2024-12-02 20:30:10,single_opt_in,enabled,,[],{},0,0.0,,,2024-12-02 20:30:10,2024-12-02 20:30:10
cust1945826486,user83@example.com,Jake,Jones,+15553342687,True,False,,USD,True,2022-06-24 14:53:56,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-24 14:53:56,2022-06-24 14:53:56
cust9894847574,user84@example.com,Frank,Patel,+15551897639,True,False,,USD,True,2024-02-04 00:24:00,single_opt_in,enabled,,[],{},0,0.0,,,2024-02-04 00:24:00,2024-02-04 00:24:00
cust3710566582,user85@example.com,Hank,White,+15552932163,True,False,,USD,False,2022-09-21 09:37:11,single_opt_in,enabled,,[],{},0,0.0,,,2022-09-21 09:37:11,2022-09-21 09:37:11
cust1983297492,user86@example.com,Grace,Wilson,+15552497141,True,False,,USD,False,2022-06-21 02:09:17,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-21 02:09:17,2022-06-21 02:09:17
cust4888749350,user87@example.com,Eve,Jones,+15552945048,True,False,,USD,True,2022-12-15 18:48:14,single_opt_in,enabled,,[],{},0,0.0,,,2022-12-15 18:48:14,2022-12-15 18:48:14
cust8987073217,user88@example.com,Alice,Lee,+15552890953,True,False,,USD,True,2022-06-08 01:00:08,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-08 01:00:08,2022-06-08 01:00:08
cust9894264595,user89@example.com,David,Smith,+15557418661,True,False,,USD,True,2023-03-14 18:47:51,single_opt_in,enabled,,[],{},0,0.0,,,2023-03-14 18:47:51,2023-03-14 18:47:51
cust6317189421,user90@example.com,Iris,Kim,+15557756122,True,False,,USD,False,2023-07-10 01:24:15,single_opt_in,enabled,,[],{},0,0.0,,,2023-07-10 01:24:15,2023-07-10 01:24:15
cust8168204967,user91@example.com,Bob,Kim,+15552753311,True,False,,USD,False,2022-04-29 12:17:42,single_opt_in,enabled,,[],{},0,0.0,,,2022-04-29 12:17:42,2022-04-29 12:17:42
cust3030106617,user92@example.com,Grace,Patel,+15553172691,True,False,,USD,True,2024-08-14 10:50:21,single_opt_in,enabled,,[],{},0,0.0,,,2024-08-14 10:50:21,2024-08-14 10:50:21
cust8664882079,user93@example.com,Grace,Chen,+15554031760,True,False,,USD,True,2023-06-03 10:09:43,single_opt_in,enabled,,[],{},0,0.0,,,2023-06-03 10:09:43,2023-06-03 10:09:43
cust8763140509,user94@example.com,Eve,Patel,+15551702145,True,False,,USD,True,2022-07-03 20:26:38,single_opt_in,enabled,,[],{},0,0.0,,,2022-07-03 20:26:38,2022-07-03 20:26:38
cust1817804383,user95@example.com,Jake,Wilson,+15553029318,True,False,,USD,False,2023-07-15 00:10:19,single_opt_in,enabled,,[],{},0,0.0,,,2023-07-15 00:10:19,2023-07-15 00:10:19
cust7146318035,user96@example.com,Grace,Smith,+15551535484,True,False,,USD,False,2022-05-12 17:44:01,single_opt_in,enabled,,[],{},0,0.0,,,2022-05-12 17:44:01,2022-05-12 17:44:01
cust7114223633,user97@example.com,Jake,Brown,+15558490876,True,False,,USD,True,2022-03-09 08:05:13,single_opt_in,enabled,,[],{},0,0.0,,,2022-03-09 08:05:13,2022-03-09 08:05:13
cust4131356954,user98@example.com,Alice,Smith,+15553281479,True,False,,USD,True,2024-07-28 01:37:53,single_opt_in,enabled,,[],{},0,0.0,,,2024-07-28 01:37:53,2024-07-28 01:37:53
cust1422701550,user99@example.com,Carol,Lee,+15556753560,True,False,,USD,True,2022-08-23 17:31:37,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-23 17:31:37,2022-08-23 17:31:37
cust4700855390,user100@example.com,Iris,Smith,+15559877751,True,False,,USD,False,2022-10-04 14:50:52,single_opt_in,enabled,,[],{},0,0.0,,,2022-10-04 14:50:52,2022-10-04 14:50:52
cust2067970820,user101@example.com,Carol,Jones,+15558342329,True,False,,USD,True,2023-10-28 20:25:30,single_opt_in,enabled,,[],{},0,0.0,,,2023-10-28 20:25:30,2023-10-28 20:25:30
cust2926780541,user102@example.com,Eve,Lee,+15555172054,True,False,,USD,False,2024-04-04 01:45:06,single_opt_in,enabled,,[],{},0,0.0,,,2024-04-04 01:45:06,2024-04-04 01:45:06
cust2811967841,user103@example.com,Jake,Chen,+15554321072,True,False,,USD,True,2023-06-05 03:53:29,single_opt_in,enabled,,[],{},0,0.0,,,2023-06-05 03:53:29,2023-06-05 03:53:29
cust6491309593,user104@example.com,Iris,White,+15554591821,True,False,,USD,True,2024-07-20 11:08:11,single_opt_in,enabled,,[],{},0,0.0,,,2024-07-20 11:08:11,2024-07-20 11:08:11
cust4965395580,user105@example.com,David,Lee,+15551621143,True,False,,USD,True,2022-10-09 17:47:43,single_opt_in,enabled,,[],{},0,0.0,,,2022-10-09 17:47:43,2022-10-09 17:47:43
cust3363629219,user106@example.com,Jake,Smith,+15555925995,True,False,,USD,True,2024-11-21 11:06:35,single_opt_in,enabled,,[],{},0,0.0,,,2024-11-21 11:06:35,2024-11-21 11:06:35
cust9807209816,user107@example.com,Carol,Chen,+15554228684,True,False,,USD,True,2023-10-23 14:15:57,single_opt_in,enabled,,[],{},0,0.0,,,2023-10-23 14:15:57,2023-10-23 14:15:57
cust4590711152,user108@example.com,Carol,Patel,+15558238505,True,False,,USD,True,2022-08-22 08:36:31,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-22 08:36:31,2022-08-22 08:36:31
cust5161807235,user109@example.com,Frank,Brown,+15557380100,True,False,,USD,True,2024-11-02 13:45:17,single_opt_in,enabled,,[],{},0,0.0,,,2024-11-02 13:45:17,2024-11-02 13:45:17
cust4645120421,user110@example.com,Alice,Kim,+15556659176,True,False,,USD,True,2024-12-03 11:12:30,single_opt_in,enabled,,[],{},0,0.0,,,2024-12-03 11:12:30,2024-12-03 11:12:30
cust6009268066,user111@example.com,Bob,Taylor,+15554496403,True,False,,USD,False,2023-04-14 11:06:43,single_opt_in,enabled,,[],{},0,0.0,,,2023-04-14 11:06:43,2023-04-14 11:06:43
cust7380780055,user112@example.com,Eve,Kim,+15559995078,True,False,,USD,False,2024-08-28 12:40:35,single_opt_in,enabled,,[],{},0,0.0,,,2024-08-28 12:40:35,2024-08-28 12:40:35
cust1251837136,user113@example.com,Carol,Kim,+15551224966,True,False,,USD,True,2023-03-22 20:20:33,single_opt_in,enabled,,[],{},0,0.0,,,2023-03-22 20:20:33,2023-03-22 20:20:33
cust2627677155,user114@example.com,Frank,Taylor,+15554000398,True,False,,USD,False,2023-06-26 04:45:34,single_opt_in,enabled,,[],{},0,0.0,,,2023-06-26 04:45:34,2023-06-26 04:45:34
cust9526836552,user115@example.com,Hank,Taylor,+15558639392,True,False,,USD,True,2022-06-11 10:30:50,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-11 10:30:50,2022-06-11 10:30:50
cust7249213370,user116@example.com,Grace,Taylor,+15556057746,True,False,,USD,True,2023-02-26 03:05:23,single_opt_in,enabled,,[],{},0,0.0,,,2023-02-26 03:05:23,2023-02-26 03:05:23
cust8380507338,user117@example.com,Carol,Kim,+15559740807,True,False,,USD,True,2024-02-15 13:25:05,single_opt_in,enabled,,[],{},0,0.0,,,2024-02-15 13:25:05,2024-02-15 13:25:05
cust1664847319,user118@example.com,Hank,Jones,+15552738615,True,False,,USD,True,2024-10-24 23:08:47,single_opt_in,enabled,,[],{},0,0.0,,,2024-10-24 23:08:47,2024-10-24 23:08:47
cust2274350418,user119@example.com,Alice,Patel,+15553510404,True,False,,USD,True,2023-07-28 09:30:40,single_opt_in,enabled,,[],{},0,0.0,,,2023-07-28 09:30:40,2023-07-28 09:30:40
cust5160575046,user120@example.com,Carol,Wilson,+15555731929,True,False,,USD,True,2023-02-17 06:51:55,single_opt_in,enabled,,[],{},0,0.0,,,2023-02-17 06:51:55,2023-02-17 06:51:55
cust3328710672,user121@example.com,David,Lee,+15553955091,True,False,,USD,False,2022-04-29 15:15:39,single_opt_in,enabled,,[],{},0,0.0,,,2022-04-29 15:15:39,2022-04-29 15:15:39
cust8507497883,user122@example.com,Carol,Lee,+15552685416,True,False,,USD,True,2022-01-04 09:13:48,single_opt_in,enabled,,[],{},0,0.0,,,2022-01-04 09:13:48,2022-01-04 09:13:48
cust1245522987,user123@example.com,Eve,Jones,+15552511634,True,False,,USD,False,2022-08-19 21:48:38,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-19 21:48:38,2022-08-19 21:48:38
cust7803990970,user124@example.com,Eve,Patel,+15555772286,True,False,,USD,True,2024-10-15 20:00:50,single_opt_in,enabled,,[],{},0,0.0,,,2024-10-15 20:00:50,2024-10-15 20:00:50
cust1676168421,user125@example.com,Bob,Patel,+15551381001,True,False,,USD,True,2022-08-16 17:14:14,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-16 17:14:14,2022-08-16 17:14:14
cust1798112150,user126@example.com,Carol,Lee,+15557623371,True,False,,USD,False,2023-05-13 12:00:33,single_opt_in,enabled,,[],{},0,0.0,,,2023-05-13 12:00:33,2023-05-13 12:00:33
cust3555656321,user127@example.com,David,Patel,+15559804957,True,False,,USD,True,2022-08-18 13:38:40,single_opt_in,enabled,,[],{},0,0.0,,,2022-08-18 13:38:40,2022-08-18 13:38:40
cust6305160342,user128@example.com,David,Jones,+15553359064,True,False,,USD,True,2023-08-30 18:36:27,single_opt_in,enabled,,[],{},0,0.0,,,2023-08-30 18:36:27,2023-08-30 18:36:27
cust3553440342,user129@example.com,Grace,Taylor,+15556656532,True,False,,USD,True,2023-11-25 22:00:40,single_opt_in,enabled,,[],{},0,0.0,,,2023-11-25 22:00:40,2023-11-25 22:00:40
cust3660223333,user130@example.com,Bob,Lee,+15551146669,True,False,,USD,False,2024-01-14 05:14:17,single_opt_in,enabled,,[],{},0,0.0,,,2024-01-14 05:14:17,2024-01-14 05:14:17
cust7540301973,user131@example.com,David,Jones,+15556480097,True,False,,USD,True,2022-04-15 13:38:03,single_opt_in,enabled,,[],{},0,0.0,,,2022-04-15 13:38:03,2022-04-15 13:38:03
cust9309500117,user132@example.com,Carol,White,+15553258787,True,False,,USD,True,2022-06-25 19:03:39,single_opt_in,enabled,,[],{},0,0.0,,,2022-06-25 19:03:39,2022-06-25 19:03:39
cust8370987661,user133@example.com,Iris,Patel,+15553518731,True,False,,USD,True,2024-06-16 15:32:38,single_opt_in,enabled,,[],{},0,0.0,,,2024-06-16 15:32:38,2024-06-16 15:32:38
cust6320115677,user134@example.com,Frank,Kim,+15555810245,True,False,,USD,True,2023-10-27 00:36:31,single_opt_in,enabled,,[],{},0,0.0,,,2023-10-27 00:36:31,2023-10-27 00:36:31
cust2699887270,user135@example.com,Alice,Wilson,+15557301135,True,False,,USD,True,2023-03-09 14:20:35,single_opt_in,enabled,,[],{},0,0.0,,,2023-03-09 14:20:35,2023-03-09 14:20:35
